본보야지	음식점>이탈리아음식	서울특별시 영등포구 국제금융로2길 7	1269267799	375246726
시즈널리티	음식점>양식	서울특별시 영등포구 국제금융로7길 22	1269330807	375232562
미스테리 쉐프 린	음식점>양식	서울특별시 영등포구 여의대방로67길 22	1269299809	375206844
시에나 프리모	음식점>이탈리아음식	서울특별시 영등포구 국회대로70길 19	1269209250	375291156
박선영 김밥	분식>김밥	서울특별시 영등포구 여의나루로 113	1269308400	375259487
마리아분식 더현대파크원점	분식>종합분식	서울특별시 영등포구 여의대로 108	1269278090	375272130
여우애김밥 여의도점	음식점>분식	서울특별시 영등포구 국회대로76길 16	1269216718	375299621
틈새라면 여의도KBS본관점	음식점>분식	서울특별시 영등포구 의사당대로 38	1269179540	375258210
닭장수김밥 여의도점	분식>김밥	서울특별시 영등포구 국제금융로6길 30	1269266154	375217254
진주집	한식>국수	서울특별시 영등포구 국제금융로6길 33	1269268251	375206924
제일제면소 여의도IFC점	한식>국수	서울특별시 영등포구 국제금융로 10	1269252553	375253096
소호정 여의도국회의사당점	한식>국수	서울특별시 영등포구 국회대로70길 15-1	1269204842	375298145
소호정 동여의도점	한식>국수	서울특별시 영등포구 국제금융로 86	1269316854	375199897
명동칼국수 푸드엠파이어 IFC몰점	한식>칼국수,만두	서울특별시 영등포구 국제금융로 10	1269260311	375253127
퍼부어 더현대서울	음식점>베트남음식	서울특별시 영등포구 여의대로 108	1269278091	375260585
하롱베이의하루 여의도본점	음식점>베트남음식	서울특별시 영등포구 의사당대로 38	1269181700	375259840
비욘드비엣남 여의도점	음식점>베트남음식	서울특별시 영등포구 여의대방로 383	1269313639	375191833
비욘드비엣남 국회의사당점	음식점>베트남음식	서울특별시 영등포구 의사당대로 26	1269181067	375265371
포아시아	음식점>베트남음식	서울특별시 영등포구 의사당대로 127	1269262328	375202546
크리스피프레시 여의도파크원점	도시락,컵밥>다이어트,샐러드	서울특별시 영등포구 여의대로 108	1269270981	375266849
올라포케 동여의도점	도시락,컵밥>다이어트,샐러드	서울특별시 영등포구 의사당대로1길 25	1269298331	375200666
아임샐러드	도시락,컵밥>다이어트,샐러드	서울특별시 영등포구 국회대로70길 18	1269203587	375288954
알로하포케 IFC몰점	음식점>도시락,컵밥>다이어트,샐러드	서울특별시 영등포구 국제금융로 10	1269263000	375249437
하와이안보울	도시락,컵밥>다이어트,샐러드	서울특별시 영등포구 여의대로 24	1269199655	375221928
사랑방칼국수	음식점>한식	서울특별시 중구 퇴계로27길 46	1269913418	375632872
일미식당	한식>백반,가정식	서울특별시 종로구 삼일대로 428	1269876939	375728300
무구옥	음식점>한식	서울특별시 종로구 율곡로1길 7	1269799066	375764071
잊지마식당	한식>백반,가정식	서울특별시 중구 퇴계로41길 47	1269954730	375639589
승우네식당	한식>백반,가정식	서울특별시 종로구 종로 190-4	1269988221	375704887
신가원 설렁탕	한식>곰탕,설렁탕	서울특별시 중구 을지로3길 21	1269815002	375670246
은호식당	음식점>한식	서울특별시 중구 남대문시장4길 28-4	1269770705	375590023
나주곰탕 종로 인의동	한식>곰탕,설렁탕	서울특별시 종로구 창경궁로 119	1269974431	375730828
금성관 나주곰탕	한식>곰탕,설렁탕	서울특별시 중구 남대문로 29	1269789044	375613997
